sample,time,s,sDot,sDDot,sDDDot,arcLength,tcpSpeed,px,py,pz,qw,qx,qy,qz,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,positionError,orientationError,ikIterations
39,1.950000000000,0.325000000000,0.200000000000,0.000000000000,0.000000000000,0.162500000000,0.100000000000,-0.259462121751,-0.451955508345,0.234227540927,0.285425542139,0.559085564502,-0.087254505938,0.773525851315,0.695193656570,-0.986731243736,1.447903839565,0.359561227481,-0.513779371784,0.620430703337,0.129822975638,-0.086776208101,0.187455964226,0.062526382924,0.014758449003,-0.143906564719,7.940543486797e-05,6.873064935087e-05,7
40,2.000000000000,0.335000000000,0.200000000000,0.000000000000,0.000000000000,0.167500000000,0.100000000000,-0.254462121751,-0.451955508345,0.234227540927,0.284056278500,0.558174884835,-0.086595867980,0.774760598013,0.701727213512,-0.991013596015,1.457198755646,0.362776046713,-0.513031466855,0.613152883270,0.131528545021,-0.084512038997,0.184354183584,0.066077350876,0.015146386104,-0.147241638244,7.941020056498e-05,6.873703281690e-05,7
41,2.050000000000,0.345000000000,0.200000000000,0.000000000000,0.000000000000,0.172500000000,0.100000000000,-0.249462121751,-0.451955508345,0.234227540927,0.282685690413,0.557261602608,-0.085936826257,0.775991732293,0.708346511072,-0.995182447636,1.466339257923,0.366168962568,-0.512264733174,0.605706539513,0.133252467713,-0.082235698458,0.181278742728,0.069650530323,0.015510832140,-0.150647629181,7.941484375619e-05,6.874364825330e-05,7
42,2.100000000000,0.355000000000,0.200000000000,0.000000000000,0.000000000000,0.177500000000,0.100000000000,-0.244462121751,-0.451955508345,0.234227540927,0.281313784269,0.556345722079,-0.085277383844,0.777219248417,0.715052460284,-0.999237165860,1.475326629919,0.369741099746,-0.511480383641,0.598088120352,0.134994461750,-0.079946266965,0.178228362773,0.073246407303,0.015850225405,-0.154124700990,7.941936660104e-05,6.875050205255e-05,7
43,2.150000000000,0.365000000000,0.200000000000,0.000000000000,0.000000000000,0.182500000000,0.100000000000,-0.239462121751,-0.451955508345,0.234227540927,0.279940566465,0.555427247520,-0.084617543814,0.778443140659,0.721845957247,-1.003177074332,1.484162094201,0.373493603298,-0.510679710633,0.590294069414,0.136754210871,-0.077642920357,0.175201881842,0.076865306472,0.016162948951,-0.157672869530,7.942377085309e-05,6.875757799645e-05,7
44,2.200000000000,0.375000000000,0.200000000000,0.000000000000,0.000000000000,0.187500000000,0.100000000000,-0.234462121751,-0.451955508345,0.234227540927,0.278566043403,0.554506183213,-0.083957309244,0.779663403313,0.728727881371,-1.007001457896,1.492846818103,0.377427630393,-0.509864088746,0.582320833399,0.138531363038,-0.075324932146,0.172198250128,0.080507383970,0.016447331177,-0.161291988209,7.942805786976e-05,6.876491153585e-05,7
45,2.250000000000,0.385000000000,0.200000000000,0.000000000000,0.000000000000,0.192500000000,0.100000000000,-0.229462121751,-0.451955508345,0.234227540927,0.277190221493,0.553582533452,-0.083296683213,0.780880030691,0.735699093550,-1.010709567547,1.501381919213,0.381544341695,-0.509034977515,0.574164870593,0.140325528935,-0.072991676226,0.169216525178,0.084172619645,0.016701646757,-0.164981732301,7.943222862184e-05,6.877251227441e-05,7
46,2.300000000000,0.395000000000,0.200000000000,0.000000000000,0.000000000000,0.197500000000,0.100000000000,-0.224462121751,-0.451955508345,0.234227540927,0.275813107149,0.552656302543,-0.082635668801,0.782093017119,0.742760434264,-1.014300625519,1.509768470621,0.385844892357,-0.508193924070,0.565822660169,0.142136280484,-0.070642629934,0.166255867321,0.087860808654,0.016924117931,-0.168741582430,7.943628370033e-05,6.878037043861e-05,7
47,2.350000000000,0.405000000000,0.200000000000,0.000000000000,0.000000000000,0.202500000000,0.100000000000,-0.219462121751,-0.451955508345,0.234227540927,0.274434706792,0.551727494807,-0.081974269090,0.783302356941,0.749912721599,-1.017773830540,1.518007505946,0.390330422561,-0.507342565722,0.557290712350,0.143963149360,-0.068277377432,0.163315535176,0.091571552525,0.017112916203,-0.172570807266,7.944022332023e-05,6.878850207987e-05,7
48,2.400000000000,0.415000000000,0.200000000000,0.000000000000,0.000000000000,0.207500000000,0.100000000000,-0.214462121751,-0.451955508345,0.234227540927,0.273055026849,0.550796114573,-0.081312487164,0.784508044519,0.757156749200,-1.021128363262,1.526100024139,0.395002047610,-0.506482632450,0.548565579443,0.145805625515,-0.065895613349,0.160394881161,0.095304249719,0.017266164489,-0.176468445445,7.944404732360e-05,6.879691032877e-05,7
